id,label,properties
15106,place,"{""name"":""Wipersdorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13655,place,"{""name"":""Kossebade"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9352,place,"{""name"":""Häger Ort"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6343,place,"{""name"":""Groß Godems"",""long"":""11.79754"",""lat"":""53.36404"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3802,place,"{""name"":""Dammerstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
19116,place,"{""name"":""Stavenhagen"",""long"":""12.90835"",""lat"":""53.69517"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
426,place,"{""name"":""Hohen Sprenz"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
16589,place,"{""name"":""Woldzegarten"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14230,place,"{""name"":""Groß Rehberg"",""long"":""12.51170"",""lat"":""53.64017"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
817,place,"{""name"":""Rühn"",""long"":""11.93780"",""lat"":""53.82322"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1119,place,"{""name"":""Schlemmin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
8839,place,"{""name"":""Kogel"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7194,place,"{""name"":""Dambeck"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4674,place,"{""name"":""Matersen"",""long"":""12.00167"",""lat"":""53.98794"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3917,place,"{""name"":""Kirchdorf auf Poel"",""long"":""11.43834"",""lat"":""53.99821"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3289,place,"{""name"":""Thürkow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13849,place,"{""name"":""Groß Raden"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18108,place,"{""name"":""Pieverstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1722,place,"{""name"":""Grundshagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3274,place,"{""name"":""Mecklenburg"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
8790,place,"{""name"":""Brenz"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5290,place,"{""name"":""Kargow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7193,place,"{""name"":""Minzow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15450,place,"{""name"":""Düsterförde"",""long"":""13.11366"",""lat"":""53.25239"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7110,place,"{""name"":""Passentin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1608,place,"{""name"":""Ehmkenhagen"",""long"":""12.43167"",""lat"":""54.19878"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15043,place,"{""name"":""Sembzin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4832,place,"{""name"":""Vietlübbe"",""long"":""11.19947"",""lat"":""53.70987"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1148,place,"{""name"":""Tribsees"",""long"":""12.75723"",""lat"":""54.09518"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5541,place,"{""name"":""Hallalit"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18094,place,"{""name"":""Bresegard"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1205,place,"{""name"":""Marihn"",""long"":""12.99725"",""lat"":""53.52601"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4178,place,"{""name"":""Dömitz"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3260,place,"{""name"":""Wustrow"",""long"":""12.39806"",""lat"":""54.34823"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10605,place,"{""name"":""Brunstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9702,place,"{""name"":""Kölzow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14751,place,"{""name"":""Klink"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
491,place,"{""name"":""Parchow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
17660,place,"{""name"":""Plath"",""long"":""13.46170"",""lat"":""53.47074"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3281,place,"{""name"":""Zippelow"",""long"":""13.12809"",""lat"":""53.46073"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13783,place,"{""name"":""Zülow"",""long"":""11.91336"",""lat"":""53.70377"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3385,place,"{""name"":""Drölitz"",""long"":""12.39168"",""lat"":""53.85711"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1702,place,"{""name"":""Klütz"",""long"":""11.16474"",""lat"":""53.96626"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2972,place,"{""name"":""Seedorf"",""long"":""12.64920"",""lat"":""53.68795"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4301,place,"{""name"":""Hohen Viecheln"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15901,place,"{""name"":""Lehsen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
17619,place,"{""name"":""Mildenitz"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13715,place,"{""name"":""Dossow"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7191,place,"{""name"":""Zepkow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1566,place,"{""name"":""Wittenbeck"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3608,place,"{""name"":""Boitin-Resdorf"",""long"":""10.85779"",""lat"":""53.80042"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12994,place,"{""name"":""Suckow"",""long"":""12.32170"",""lat"":""53.41210"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3735,place,"{""name"":""Greven"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6386,place,"{""name"":""Zachow"",""long"":""11.88420"",""lat"":""53.36405"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7813,place,"{""name"":""Gnoien"",""long"":""12.71141"",""lat"":""53.96879"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5203,place,"{""name"":""Fürstenhagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7483,place,"{""name"":""Lychen"",""long"":""13.31530"",""lat"":""53.20920"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1974,place,"{""name"":""Gielow"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12157,place,"{""name"":""Krakow am See"",""long"":""12.27030"",""lat"":""53.65044"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3963,place,"{""name"":""Retschow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
16380,place,"{""name"":""Rohlstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
490,place,"{""name"":""Plau am See"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15783,place,"{""name"":""Malchow"",""long"":""11.76392"",""lat"":""53.44432"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5252,place,"{""name"":""Warin"",""long"":""11.70502"",""lat"":""53.80238"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
19310,place,"{""name"":""Sophienhof"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7854,place,"{""name"":""Loitz"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9088,place,"{""name"":""Demzin"",""long"":""12.78780"",""lat"":""53.66683"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4302,place,"{""name"":""Retgendorf"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9649,place,"{""name"":""Carlow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18267,place,"{""name"":""Bolleiw"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6310,place,"{""name"":""Remlin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6684,place,"{""name"":""Penzlin"",""long"":""13.08948"",""lat"":""53.50517"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12054,place,"{""name"":""Wieschendorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1015,place,"{""name"":""Katelbogen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1741,place,"{""name"":""Blumenholz"",""long"":""13.12031"",""lat"":""53.41434"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3954,place,"{""name"":""Retschow"",""long"":""11.87778"",""lat"":""54.04599"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
86,place,"{""name"":""Tewswoos"",""long"":""11.20283"",""lat"":""53.22931"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
17249,place,"{""name"":""Göhren"",""long"":""11.37670"",""lat"":""53.21492"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
464,place,"{""name"":""Plauer See"",""long"":""12.30750"",""lat"":""53.46583"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3692,place,"{""name"":""Bartenshagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15695,place,"{""name"":""Woosmer"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
927,place,"{""name"":""Neukloster"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10478,place,"{""name"":""Wilmstorf"",""long"":""10.98974"",""lat"":""53.93154"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2938,place,"{""name"":""Barnstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10635,place,"{""name"":""Qualitz"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14034,place,"{""name"":""Hohenfelde"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1673,place,"{""name"":""Neperstorf"",""long"":""11.61613"",""lat"":""53.82432"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3341,place,"{""name"":""Kloster"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4489,place,"{""name"":""Klein Luckow"",""long"":""12.48141"",""lat"":""53.67517"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
19909,place,"{""name"":""Ziegendorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1591,place,"{""name"":""Buchholz"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5378,place,"{""name"":""Watzkendorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11017,place,"{""name"":""Wittenberg"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2275,place,"{""name"":""Bartelshagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11157,place,"{""name"":""Grambow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2182,place,"{""name"":""Volkenshagen"",""long"":""12.26279"",""lat"":""54.14933"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3869,place,"{""name"":""Gadebuscher Gegend"",""long"":""11.11752"",""lat"":""53.70237"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5127,place,"{""name"":""Canow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2240,place,"{""name"":""Picher"",""long"":""11.34670"",""lat"":""53.34820"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14429,place,"{""name"":""Garwitz"",""long"":""11.69810"",""lat"":""53.45598"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15715,place,"{""name"":""Mieckow"",""long"":""12.52363"",""lat"":""53.79017"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10665,place,"{""name"":""Gnewitz"",""long"":""13.27949"",""lat"":""53.28601"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
16580,place,"{""name"":""Schwiggerow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
239,place,"{""name"":""Marnitz"",""long"":""11.92866"",""lat"":""53.31765"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18930,place,"{""name"":""Vielist"",""long"":""12.64058"",""lat"":""53.55406"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1630,place,"{""name"":""Tessin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6068,place,"{""name"":""Ziddorf"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18107,place,"{""name"":""Pieverstorf"",""long"":""12.95642"",""lat"":""53.45434"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
683,place,"{""name"":""Dinnies"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2820,place,"{""name"":""Levenstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1077,place,"{""name"":""London"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3564,place,"{""name"":""Körkwitz"",""long"":""12.38639"",""lat"":""54.25434"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9070,place,"{""name"":""Zachow"",""long"":""13.21948"",""lat"":""53.44850"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5044,place,"{""name"":""Neustadt"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18934,place,"{""name"":""Grabowhöfe"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3465,place,"{""name"":""Zarrentin"",""long"":""10.91614"",""lat"":""53.55098"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1271,place,"{""name"":""Krümmel"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13029,place,"{""name"":""Plate"",""long"":""11.50058"",""lat"":""53.55015"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14499,place,"{""name"":""Altenhagen"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3152,place,"{""name"":""Malchin"",""long"":""12.76280"",""lat"":""53.73934"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
23,place,"{""name"":""Klein Roge"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4113,place,"{""name"":""Rambow"",""long"":""12.62447"",""lat"":""53.63461"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14532,place,"{""name"":""Fährdorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6562,place,"{""name"":""Wredenhagen"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7392,place,"{""name"":""Zarrentin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9604,place,"{""name"":""Marlower Gegend"",""long"":""12.57139"",""lat"":""54.15406"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14977,place,"{""name"":""Serrahn"",""long"":""12.34502"",""lat"":""53.66433"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
737,place,"{""name"":""Neuhof"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12596,place,"{""name"":""Leplow"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11898,place,"{""name"":""Göhren"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5016,place,"{""name"":""Primank"",""long"":""11.72309"",""lat"":""53.37599"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3386,place,"{""name"":""Rossewitz Hof"",""long"":""12.30750"",""lat"":""53.87190"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12772,place,"{""name"":""Grebs"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
340,place,"{""name"":""Spornitz"",""long"":""11.72171"",""lat"":""53.40849"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2844,place,"{""name"":""Kleekamp"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1879,place,"{""name"":""Bargeshagen"",""long"":""11.98389"",""lat"":""54.11155"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2121,place,"{""name"":""Bülow"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3028,place,"{""name"":""Malchow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
129,place,"{""name"":""Schwerin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10503,place,"{""name"":""Starsow"",""long"":""12.78616"",""lat"":""53.26294"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4871,place,"{""name"":""Lapitz"",""long"":""13.08976"",""lat"":""53.54573"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2497,place,"{""name"":""Friedrichsruhe"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
9409,place,"{""name"":""Matzlow"",""long"":""11.70504"",""lat"":""53.44765"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5124,place,"{""name"":""Canow"",""long"":""12.90421"",""lat"":""53.19989"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11042,place,"{""name"":""Altbauhof"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
878,place,"{""name"":""Neubrandenburg"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
16578,place,"{""name"":""Schwiggerow"",""long"":""12.31364"",""lat"":""53.73655"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2264,place,"{""name"":""Klockenhagen"",""long"":""12.35777"",""lat"":""54.24184"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
690,place,"{""name"":""Langhagen"",""long"":""12.43085"",""lat"":""53.68655"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
13999,place,"{""name"":""Carlewitz"",""long"":""12.52445"",""lat"":""54.21684"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14536,place,"{""name"":""Fährdorf"",""long"":""11.46557"",""lat"":""53.97460"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4976,place,"{""name"":""Vogtshagen"",""long"":""12.30390"",""lat"":""54.15683"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3750,place,"{""name"":""Ziegendorf"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1083,place,"{""name"":""Zirtow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
693,place,"{""name"":""Langenhagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5603,place,"{""name"":""Remershof"",""long"":""12.91946"",""lat"":""53.89962"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7514,place,"{""name"":""Blücher"",""long"":""10.83005"",""lat"":""53.35653"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7109,place,"{""name"":""Passentin"",""long"":""13.12254"",""lat"":""53.54517"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7343,place,"{""name"":""Grebs"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
19687,place,"{""name"":""Grevesmühlen"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3633,place,"{""name"":""Neu Käterhagen"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6982,place,"{""name"":""Raden"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5611,place,"{""name"":""Borkow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4471,place,"{""name"":""Ribnitzer Gegend"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6978,place,"{""name"":""Klein Luckow"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11793,place,"{""name"":""Boitin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
18525,place,"{""name"":""Alt Gaarz"",""long"":""12.69226"",""lat"":""53.29100"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
10633,place,"{""name"":""Qualitz"",""long"":""11.82168"",""lat"":""53.82793"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
12046,place,"{""name"":""Bakendorf"",""long"":""11.23753"",""lat"":""53.49597"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3075,place,"{""name"":""Mirowdorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7965,place,"{""name"":""Ziddorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
27,place,"{""name"":""Setzin"",""long"":""11.07864"",""lat"":""53.41070"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
315,place,"{""name"":""Leussow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1653,place,"{""name"":""Neperstorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
4106,place,"{""name"":""Neu Wokern"",""long"":""12.50503"",""lat"":""53.76156"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2631,place,"{""name"":""Lieblingshof"",""long"":""12.32890"",""lat"":""54.03156"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2740,place,"{""name"":""Boddin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
770,place,"{""name"":""Ratzeburg"",""long"":""10.77440"",""lat"":""53.70390"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
5970,place,"{""name"":""Goldberg"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
17650,place,"{""name"":""Langen Trechow"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
2852,place,"{""name"":""Kletzin"",""long"":""11.49918"",""lat"":""53.83155"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11215,place,"{""name"":""Tessin"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1433,place,"{""name"":""Hohen Demzin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
15671,place,"{""name"":""Crivitz"",""long"":"""",""lat"":"""",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
17535,place,"{""name"":""Hof Lockwisch"",""long"":""10.86751"",""lat"":""53.83570"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
6685,place,"{""name"":""Remplin"",""long"":""12.69613"",""lat"":""53.75350"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7064,place,"{""name"":""Redefin"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
3772,place,"{""name"":""Vilz"",""long"":""12.48834"",""lat"":""54.02434"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
8403,place,"{""name"":""Ludorf"",""long"":""OOPS"",""lat"":""OOPS"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
7886,place,"{""name"":""Usadel"",""long"":""13.17866"",""lat"":""53.44240"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
11432,place,"{""name"":""Diedrichshagen"",""long"":""12.03973"",""lat"":""54.16822"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
14368,place,"{""name"":""Zarrentin"",""long"":""10.95260"",""lat"":""53.57510"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
1289,place,"{""name"":""Lübtheen"",""long"":""11.08338"",""lat"":""53.30236"",""__unique"":[""name"",""lat"",""long""],""__label"":""place""}"
